run_id,config,scenario,iter,variant,tp,fp,fn,tn,precision,recall,f1,fpr,n_windows,n_flagged,n_events
2026-05-18T160740-single-plc-baseline-i4,single-plc,baseline,4,iforest_availability,0,0,0,51,0.0,0.0,0.0,0.0,51,0,0
2026-05-18T160740-single-plc-baseline-i4,single-plc,baseline,4,iforest_integrity,0,0,0,51,0.0,0.0,0.0,0.0,51,0,0
2026-05-18T160740-single-plc-baseline-i4,single-plc,baseline,4,iforest_malformed,0,0,0,51,0.0,0.0,0.0,0.0,51,0,0
2026-05-18T160740-single-plc-baseline-i4,single-plc,baseline,4,lof_multi,0,0,0,51,0.0,0.0,0.0,0.0,51,0,0
2026-05-18T161216-single-plc-baseline-i5,single-plc,baseline,5,iforest_multi,0,9,0,41,0.0,0.0,0.0,0.18,50,9,0
2026-05-18T161216-single-plc-baseline-i5,single-plc,baseline,5,iforest_latency,0,8,0,42,0.0,0.0,0.0,0.16,50,8,0
2026-05-18T161216-single-plc-baseline-i5,single-plc,baseline,5,iforest_availability,0,0,0,50,0.0,0.0,0.0,0.0,50,0,0
2026-05-18T161216-single-plc-baseline-i5,single-plc,baseline,5,iforest_integrity,0,0,0,50,0.0,0.0,0.0,0.0,50,0,0
2026-05-18T161216-single-plc-baseline-i5,single-plc,baseline,5,iforest_malformed,0,0,0,50,0.0,0.0,0.0,0.0,50,0,0
2026-05-18T161216-single-plc-baseline-i5,single-plc,baseline,5,lof_multi,0,0,0,50,0.0,0.0,0.0,0.0,50,0,0
2026-05-18T161652-single-plc-baseline-i6,single-plc,baseline,6,iforest_multi,0,28,0,22,0.0,0.0,0.0,0.56,50,28,0
2026-05-18T161652-single-plc-baseline-i6,single-plc,baseline,6,iforest_latency,0,28,0,22,0.0,0.0,0.0,0.56,50,28,0
2026-05-18T161652-single-plc-baseline-i6,single-plc,baseline,6,iforest_availability,0,0,0,50,0.0,0.0,0.0,0.0,50,0,0
2026-05-18T161652-single-plc-baseline-i6,single-plc,baseline,6,iforest_integrity,0,0,0,50,0.0,0.0,0.0,0.0,50,0,0
2026-05-18T161652-single-plc-baseline-i6,single-plc,baseline,6,iforest_malformed,0,0,0,50,0.0,0.0,0.0,0.0,50,0,0
2026-05-18T161652-single-plc-baseline-i6,single-plc,baseline,6,lof_multi,0,0,0,50,0.0,0.0,0.0,0.0,50,0,0
2026-05-18T162126-single-plc-baseline-i7,single-plc,baseline,7,iforest_multi,0,15,0,35,0.0,0.0,0.0,0.3,50,15,0
2026-05-18T162126-single-plc-baseline-i7,single-plc,baseline,7,iforest_latency,0,15,0,35,0.0,0.0,0.0,0.3,50,15,0
2026-05-18T162126-single-plc-baseline-i7,single-plc,baseline,7,iforest_availability,0,0,0,50,0.0,0.0,0.0,0.0,50,0,0
2026-05-18T162126-single-plc-baseline-i7,single-plc,baseline,7,iforest_integrity,0,0,0,50,0.0,0.0,0.0,0.0,50,0,0
2026-05-18T162126-single-plc-baseline-i7,single-plc,baseline,7,iforest_malformed,0,0,0,50,0.0,0.0,0.0,0.0,50,0,0
2026-05-18T162126-single-plc-baseline-i7,single-plc,baseline,7,lof_multi,0,0,0,50,0.0,0.0,0.0,0.0,50,0,0
2026-05-18T162603-single-plc-baseline-i8,single-plc,baseline,8,iforest_multi,0,19,0,31,0.0,0.0,0.0,0.38,50,19,0
2026-05-18T162603-single-plc-baseline-i8,single-plc,baseline,8,iforest_latency,0,23,0,27,0.0,0.0,0.0,0.46,50,23,0
2026-05-18T162603-single-plc-baseline-i8,single-plc,baseline,8,iforest_availability,0,0,0,50,0.0,0.0,0.0,0.0,50,0,0
2026-05-18T162603-single-plc-baseline-i8,single-plc,baseline,8,iforest_integrity,0,0,0,50,0.0,0.0,0.0,0.0,50,0,0
2026-05-18T162603-single-plc-baseline-i8,single-plc,baseline,8,iforest_malformed,0,0,0,50,0.0,0.0,0.0,0.0,50,0,0
2026-05-18T162603-single-plc-baseline-i8,single-plc,baseline,8,lof_multi,0,0,0,50,0.0,0.0,0.0,0.0,50,0,0
2026-05-18T163037-single-plc-baseline-i9,single-plc,baseline,9,iforest_multi,0,34,0,17,0.0,0.0,0.0,0.6667,51,34,0
2026-05-18T163037-single-plc-baseline-i9,single-plc,baseline,9,iforest_latency,0,34,0,17,0.0,0.0,0.0,0.6667,51,34,0
2026-05-18T163037-single-plc-baseline-i9,single-plc,baseline,9,iforest_availability,0,0,0,51,0.0,0.0,0.0,0.0,51,0,0
2026-05-18T163037-single-plc-baseline-i9,single-plc,baseline,9,iforest_integrity,0,0,0,51,0.0,0.0,0.0,0.0,51,0,0
2026-05-18T163037-single-plc-baseline-i9,single-plc,baseline,9,iforest_malformed,0,0,0,51,0.0,0.0,0.0,0.0,51,0,0
2026-05-18T163037-single-plc-baseline-i9,single-plc,baseline,9,lof_multi,0,0,0,51,0.0,0.0,0.0,0.0,51,0,0
2026-05-18T163513-single-plc-baseline-i10,single-plc,baseline,10,iforest_multi,0,12,0,39,0.0,0.0,0.0,0.2353,51,12,0
2026-05-18T163513-single-plc-baseline-i10,single-plc,baseline,10,iforest_latency,0,12,0,39,0.0,0.0,0.0,0.2353,51,12,0
2026-05-18T163513-single-plc-baseline-i10,single-plc,baseline,10,iforest_availability,0,0,0,51,0.0,0.0,0.0,0.0,51,0,0
2026-05-18T163513-single-plc-baseline-i10,single-plc,baseline,10,iforest_integrity,0,0,0,51,0.0,0.0,0.0,0.0,51,0,0
2026-05-18T163513-single-plc-baseline-i10,single-plc,baseline,10,iforest_malformed,0,0,0,51,0.0,0.0,0.0,0.0,51,0,0
2026-05-18T163513-single-plc-baseline-i10,single-plc,baseline,10,lof_multi,0,0,0,51,0.0,0.0,0.0,0.0,51,0,0
2026-05-18T163950-single-plc-malformed-i1,single-plc,malformed,1,iforest_multi,13,4,19,33,0.7647,0.4062,0.5306,0.1081,50,17,32
2026-05-18T163950-single-plc-malformed-i1,single-plc,malformed,1,iforest_latency,13,4,19,33,0.7647,0.4062,0.5306,0.1081,50,17,32
2026-05-18T163950-single-plc-malformed-i1,single-plc,malformed,1,iforest_availability,0,0,32,50,0.0,0.0,0.0,0.0,50,0,32
2026-05-18T163950-single-plc-malformed-i1,single-plc,malformed,1,iforest_integrity,0,0,32,50,0.0,0.0,0.0,0.0,50,0,32
2026-05-18T163950-single-plc-malformed-i1,single-plc,malformed,1,iforest_malformed,0,0,32,50,0.0,0.0,0.0,0.0,50,0,32
2026-05-18T163950-single-plc-malformed-i1,single-plc,malformed,1,lof_multi,27,5,5,18,0.8438,0.8438,0.8438,0.2174,50,32,32
2026-05-18T164432-single-plc-malformed-i2,single-plc,malformed,2,iforest_multi,29,9,3,12,0.7632,0.9062,0.8286,0.4286,50,38,32
2026-05-18T164432-single-plc-malformed-i2,single-plc,malformed,2,iforest_latency,9,5,23,36,0.6429,0.2812,0.3913,0.122,50,14,32
2026-05-18T164432-single-plc-malformed-i2,single-plc,malformed,2,iforest_availability,0,0,32,50,0.0,0.0,0.0,0.0,50,0,32
2026-05-18T164432-single-plc-malformed-i2,single-plc,malformed,2,iforest_integrity,29,7,3,14,0.8056,0.9062,0.8529,0.3333,50,36,32
2026-05-18T164432-single-plc-malformed-i2,single-plc,malformed,2,iforest_malformed,0,0,32,50,0.0,0.0,0.0,0.0,50,0,32
2026-05-18T164432-single-plc-malformed-i2,single-plc,malformed,2,lof_multi,28,7,4,15,0.8,0.875,0.8358,0.3182,50,35,32
2026-05-18T164910-single-plc-malformed-i3,single-plc,malformed,3,iforest_multi,27,7,5,17,0.7941,0.8438,0.8182,0.2917,51,34,32
2026-05-18T164910-single-plc-malformed-i3,single-plc,malformed,3,iforest_latency,10,2,22,39,0.8333,0.3125,0.4545,0.0488,51,12,32
